,ebin,w_0,h_0,w_1,h_1,w_2,h_2,w_3,h_3,w_4,h_4,w_5,h_5,w_6,h_6,w_7,h_7,w_8,h_8,w_9,h_9,w_10,h_10,w_11,h_11,w_12,h_12,w_13,h_13,w_14,h_14,w_15,h_15,w_16,h_16,w_17,h_17,w_18,h_18,w_19,h_19,w_20,h_20,w_21,h_21,w_22,h_22,w_23,h_23,w_24,h_24,w_25,h_25,w_26,h_26,w_27,h_27,w_28,h_28,w_29,h_29,w_30,h_30,w_31,h_31,w_32,h_32,w_33,h_33,w_34,h_34,w_35,h_35,w_36,h_36,w_37,h_37,w_38,h_38,w_39,h_39,w_40,h_40,w_41,h_41,w_42,h_42,w_43,h_43,w_44,h_44,w_45,h_45,w_46,h_46,w_47,h_47,w_48,h_48,w_49,h_49,w_50,h_50,w_51,h_51,w_52,h_52,w_53,h_53,w_54,h_54,w_55,h_55,w_56,h_56,w_57,h_57,w_58,h_58,w_59,h_59,w_60,h_60,w_61,h_61,w_62,h_62,w_63,h_63,w_64,h_64,w_65,h_65,w_66,h_66,w_67,h_67,w_68,h_68,w_69,h_69,w_70,h_70,w_71,h_71,w_72,h_72,w_73,h_73,w_74,h_74,w_75,h_75,w_76,h_76,w_77,h_77,w_78,h_78,w_79,h_79,w_80,h_80,w_81,h_81,w_82,h_82,w_83,h_83
,-304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306,-8.103494644,4442,-16.50235367,3808,-24.74721336,4111,-33.06863403,4137,-41.3963623,4386,-49.78253555,4342,-58.15862656,4875,-66.65050507,5467,-75.25698853,5099,-83.7937851,6123,-92.51359558,5902,-101.19664,5703,-109.8453903,7114,-118.71521,6821,-127.5429688,8781,-136.6233215,10021,-145.8357544,10120,-155.0580292,11120,-164.374527,13195,-173.8621216,13391,-183.3644562,14988,-192.9794617,17465,-202.7474213,16417,-212.4534912,20662,-222.3895416,21717,-232.3753967,25822,-242.5343781,24300,-252.6326141,29457,-262.9233093,31728,-273.288269,33428,-283.7054138,37547,-294.2387695,41141,-304.8635254,49785,-315.6789856,47127,-326.4395752,62779,-337.4869385,59067,-348.4733582,67699,-359.5961914,79332,-370.877594,79878,-382.165863,87616,-393.5465698,110349,-405.157959,109261,-416.7594604,118709,-428.4438782,133510,-440.2458191,152705,-452.1820679,156597,-464.1434937,179876,-476.2435303,203792,-488.4683838,204716,-500.6977539,232230,-513.0532227,263848,-525.536377,282967,-538.0894775,300472,-550.7025757,353115,-563.4771118,397847,-576.3709106,408173,-589.2903442,459965,-602.3292236,501257,-615.4541016,562042,-628.6934204,615285,-642.0232544,706072,-655.4907227,724196,-668.9835205,800489,-682.5764771,914995,-696.3031616,992747,-710.1113892,1050936,-723.9765625,1196611,-737.9715576,1312347,-752.0588989,1444061,-766.2418823,1589017,-780.5205078,1729239,-794.883728,1997666,-809.3912354,2117984
,-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17634,-9.777584076,4500,-18.18941689,4019,-26.48820496,3967,-34.77397156,4089,-43.09002686,4469,-51.49494553,3694,-59.70941162,5660,-68.35059357,5179,-76.90296173,5847,-85.5766449,5287,-94.14965057,5779,-102.8116379,6611,-111.6081314,5780,-120.2702942,8368,-129.3024597,8225,-138.3173981,9363,-147.4619141,10458,-156.717041,10995,-166.0222321,13065,-175.4999237,13145,-184.9837189,14315,-194.5527802,18211,-204.3625641,17500,-214.1325226,19732,-224.022522,21096,-233.9793549,26228,-244.1539307,25465,-254.298996,28705,-264.5638123,32960,-274.9668579,32661,-285.3608093,37581,-295.89505,41687,-306.5329895,48804,-317.3285522,49337,-328.1349792,58624,-339.1138916,59204,-350.1026306,71582,-361.2812195,76810,-372.530304,81218,-383.8352051,86038,-395.1977539,109228,-406.7989502,110890,-418.4152527,119597,-430.1071472,131646,-441.8950195,152089,-453.82724,157640,-465.7953186,181766,-477.9057922,198897,-490.1063232,206322,-502.3435059,232774,-514.701355,261545,-527.1757202,289920,-539.7530518,295518,-552.3495483,355152,-565.1298218,398852,-578.0261841,405747,-590.9396973,463531,-603.9863281,500573,-617.1098633,555666,-630.3377686,617377,-643.6710205,697588,-657.1264038,731286,-670.6289673,804593,-684.2270508,921608,-697.9609375,980137,-711.7564087,1060889,-725.6310425,1190746,-739.6211548,1317555,-753.7124634,1443612,-767.8951416,1588272,-782.1732788,1721183,-796.5317993,1997855,-811.0393677,2118016
,-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,-3.663561583,2154,-11.33864307,4742,-19.80285645,4027,-28.10363388,3718,-36.32457733,4318,-44.69512558,4598,-53.12850189,4700,-61.58382034,4348,-69.96128845,5678,-78.60564423,5762,-87.26468658,4702,-95.72042847,5980,-104.4166031,6200,-113.1489105,6942,-121.9942551,7615,-130.9321289,8208,-139.9449921,9262,-149.0786743,10764,-158.3626404,11255,-167.6912079,12792,-177.1477814,12969,-186.618103,15006,-196.234314,17451,-206.0014648,17648,-215.7798462,19855,-225.6760559,21478,-235.6508484,24194,-245.7447052,26533,-255.9308472,29136,-266.2105713,32962,-276.613678,32085,-286.9898071,39440,-297.5723572,38515,-308.1311646,50951,-318.9697876,48356,-329.756134,59849,-340.7557068,60512,-351.7662964,68438,-362.8999939,78684,-374.1731873,81179,-385.4776001,87257,-396.8542175,108878,-408.4522095,108825,-420.0497131,121798,-431.7598267,125788,-443.5021667,155360,-455.455658,159861,-467.4377136,183042,-479.5551758,198330,-491.7528687,205961,-503.9883118,230081,-516.3344727,262422,-528.8121948,296467,-541.4118652,289215,-553.9868164,360502,-566.7820435,398432,-579.6773071,402938,-592.5838623,465200,-605.6340942,499946,-618.7563477,553510,-631.9804077,614522,-645.309021,696685,-658.7631226,732212,-672.2669678,800696,-685.8602295,927494,-699.6004639,977885,-713.3936157,1063217,-727.2704468,1196661,-741.2655029,1311657,-755.3522949,1438753,-769.5315552,1588442,-783.8098145,1735153,-798.1763916,1998998,-812.6845703,2108273
,-292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,-5.34233427,2466,-13.15268707,4193,-21.49385834,3584,-29.67809296,4269,-38.03722763,4300,-46.40359879,4104,-54.72331619,5088,-63.25795746,4511,-71.67223358,5122,-80.21353149,5475,-88.8214798,4942,-97.32700348,6233,-106.0646133,6486,-114.8420105,6593,-123.6357727,7271,-132.52742,7879,-141.4993744,10001,-150.7098083,10320,-159.9516449,11533,-169.3046112,12424,-178.7319946,13712,-188.2580261,15096,-197.8802185,16457,-207.5887299,17712,-217.3707275,20866,-227.3166046,21750,-237.3039703,24375,-247.4052887,26660,-257.5962219,28731,-267.8619385,31014,-278.2041321,34162,-288.6430054,38309,-299.1964417,40501,-309.8055115,48587,-320.5966187,48176,-331.3792419,60157,-342.3839417,59223,-353.3730164,71472,-364.5500793,76520,-375.7953796,81862,-387.1081543,89597,-398.5112305,103889,-410.0623169,112488,-421.6929321,118670,-433.3770447,126814,-445.127533,153587,-457.0695496,158681,-469.0441895,187438,-481.1853943,193740,-493.3596802,211005,-505.6193237,232267,-517.9749756,257411,-530.4334106,298070,-543.0385132,290667,-555.6184692,363340,-568.4215698,396322,-581.3115234,404535,-594.2220459,461859,-607.2650757,501222,-620.3898926,557553,-633.6212158,610875,-646.9438477,694172,-660.3943481,730350,-673.8956299,807432,-687.4972534,926700,-701.2366333,971932,-715.0236816,1068026,-728.9050293,1196837,-742.9002075,1313366,-756.9882812,1436989,-771.1663208,1588623,-785.4447021,1727958,-799.8071289,1993484,-814.3125,2115210
,-288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,-6.99025631,2454,-14.79573059,4073,-23.10786438,3902,-31.37710953,3898,-39.64532852,4383,-48.03081512,4910,-56.52984619,4169,-64.86528015,4345,-73.24206543,5509,-81.85620117,5817,-90.52474213,4557,-98.94915771,5980,-107.6453323,7199,-116.5270309,6004,-125.227211,8217,-134.2411652,7870,-143.2119751,8538,-152.2642517,11542,-161.6179962,10188,-170.8469543,13311,-180.3433075,14300,-189.9113159,15099,-199.5337067,15324,-209.1708832,19165,-219.031723,19770,-228.923645,21867,-238.9163818,25410,-249.0592804,24342,-259.1592407,29789,-269.4611206,32764,-279.8582153,31704,-290.2224121,40238,-300.8249817,40082,-311.4236755,47840,-322.1992798,51416,-333.0469971,56641,-343.9914856,61329,-355.0155029,70766,-366.1826477,73893,-377.3930054,83942,-388.730896,87685,-400.1123962,106678,-411.6899719,114016,-423.3340759,115846,-434.9940796,130677,-446.7745667,150510,-458.6963501,157108,-470.6610413,186425,-482.796814,196605,-494.9857788,211124,-507.2459717,233458,-519.6067505,257877,-532.0670166,292936,-544.6547241,294108,-557.2463989,362112,-570.0460815,396710,-582.9370117,403127,-595.8439941,464232,-608.8921509,497967,-622.010437,565500,-635.2559204,603410,-648.5662842,698466,-662.0229492,729621,-675.5232544,806512,-689.1237183,925492,-702.8618164,973163,-716.6501465,1070026,-730.5333252,1180099,-744.5144043,1324271,-758.6107788,1452482,-772.7995605,1569727,-787.065979,1738079,-801.4342651,1982931,-815.9343262,2128303
,-284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.098612309,1754,-8.568265915,2633,-16.4441452,3968,-24.73016357,3805,-32.97423553,4114,-41.29638672,4329,-49.66947937,4564,-58.0954361,4931,-66.59873199,4099,-74.9172287,5195,-83.47267914,5668,-92.11527252,4339,-100.4906693,6827,-109.319313,6595,-118.1133804,6176,-126.8418045,7172,-135.7197418,9172,-144.8436584,8926,-153.9403839,10190,-163.1695404,11290,-172.5012207,13409,-182.0048981,13948,-191.5479889,14622,-201.1382751,15637,-210.7956696,18958,-220.6456451,20130,-230.5556183,22871,-240.5932465,23602,-250.6623383,25322,-260.8017578,28649,-271.0646362,31723,-281.4294434,34672,-291.8831177,37015,-302.4021912,42116,-313.0503845,46052,-323.7879028,54782,-334.6990051,55235,-345.6183472,60303,-356.6254883,71060,-367.7967529,72690,-378.9907227,84825,-390.3390808,88509,-401.72995,106838,-413.309021,111245,-424.9284973,117041,-436.5987854,133844,-448.4032288,146380,-460.2971802,158033,-472.2677307,187239,-484.4078674,198246,-496.6051331,207226,-508.8467102,234595,-521.2123413,259898,-533.6803589,294733,-546.2741699,295620,-558.8709717,357892,-571.6589355,401632,-584.5622559,400816,-597.463501,454025,-610.4893799,507292,-623.6262207,565638,-636.8719482,600471,-650.1774292,692130,-663.624939,735564,-677.1333618,801339,-690.727417,932322,-704.4728394,977486,-718.265564,1064832,-732.1439209,1176453,-746.1219482,1330914,-760.2233276,1448815,-774.4096069,1574092,-788.678772,1740096,-803.0482178,1986243,-817.5499878,2123167
,-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2.302585125,2634,-10.17884445,2728,-18.090168,3584,-26.27440262,4054,-34.5818634,3990,-42.87340927,4278,-51.23464966,4679,-59.68548965,4096,-68.00325775,5618,-76.63698578,4720,-85.09654999,5142,-93.64174652,5547,-102.2627563,5995,-110.961441,6384,-119.7229919,5923,-128.4095917,7423,-137.3219299,8434,-146.3619537,9467,-155.5175171,10542,-164.7806396,11193,-174.1036835,13999,-183.6504211,14108,-193.2049255,14017,-202.7529449,15953,-212.4303436,17651,-222.2088928,21505,-232.1849365,22105,-242.1884918,22085,-252.1911469,27591,-262.4163818,28102,-272.6599731,32561,-283.0508423,33236,-293.4622192,38070,-304.0093994,43087,-314.6803894,45287,-325.4011536,54393,-336.3051453,55433,-347.2280884,59844,-358.2276001,70528,-369.3913574,73686,-380.598938,85736,-391.9579773,87221,-403.3341675,106435,-414.9094543,111639,-426.5324707,117596,-438.207489,133965,-450.0128174,144850,-461.8962708,160504,-473.8823547,184466,-486.0075684,198361,-498.2054138,207808,-510.4497681,233796,-522.8119507,260803,-535.2834473,295459,-547.8797607,293217,-560.4684448,359376,-573.2605591,402889,-586.1669922,399667,-599.0653687,455891,-612.0953979,506133,-625.2299805,561929,-638.4691162,607645,-651.786438,689820,-665.2306519,730000,-678.7314453,807931,-692.3336792,930375,-706.0770264,988045,-719.8804932,1052849,-733.7474976,1173056,-747.7225952,1333732,-761.8261108,1450075,-776.0132446,1575100,-790.2830811,1731166,-804.6473999,1997868,-819.1549683,2112101
,-276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,-3.80666256,2745,-11.7241993,2802,-19.66228867,3593,-27.84903145,4533,-36.2681694,3568,-44.44792938,4199,-52.79053116,5195,-61.34598541,4565,-69.77215576,4860,-78.26094818,4508,-86.67456055,5582,-95.30186462,5423,-103.9002686,5689,-112.5465546,6779,-121.3681412,5899,-130.0506744,6732,-138.8652954,8956,-147.9653778,9841,-157.1596985,9777,-166.3474884,12127,-175.7506714,13099,-185.230957,14356,-194.802887,14245,-204.3670502,15537,-214.0180359,17603,-223.7938538,20728,-233.7330933,23208,-243.7853394,21455,-253.7590485,28229,-264.0071411,26642,-274.1973877,33851,-284.6271057,32026,-295.0014038,40320,-305.6060181,43026,-316.2755737,45824,-327.0081482,53669,-337.8987427,55082,-348.8153076,61390,-359.8403015,71213,-371.0137329,72289,-382.2021484,83299,-393.5323486,90205,-404.9421997,103270,-416.4873047,111866,-428.1123657,118336,-439.7936401,135010,-451.6067505,146143,-463.4990845,157365,-475.4653931,187762,-487.6083374,199161,-499.8102112,206334,-512.0474854,231327,-524.3990479,263739,-536.8817749,294552,-549.4749756,294562,-562.0682373,353510,-574.8439331,402184,-587.7485962,401272,-600.651001,460720,-613.6915283,498809,-626.8115234,566167,-640.0581665,606585,-653.3737793,692412,-666.8217163,732336,-680.3256836,800470,-693.9186401,932106,-707.6638184,996210,-721.4755249,1050318,-735.3401489,1163874,-749.3074341,1347387,-763.4211426,1454206,-777.611084,1567548,-791.8760986,1731351,-806.2405396,2000231,-820.7493286,2096004
,-272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,-5.484797001,2834,-13.43424129,2566,-21.28434372,3625,-29.47995377,4427,-37.87543106,3610,-46.06689453,4232,-54.41732407,4907,-62.91574097,4538,-71.33598328,5071,-79.86727905,4689,-88.32025146,5218,-96.88011932,5694,-105.5272903,5227,-114.0888824,7083,-122.9543381,6139,-131.6767578,6558,-140.4651947,9054,-149.5761566,9494,-158.7345734,10032,-167.9481049,11948,-177.3364258,12472,-186.7676697,14410,-196.3433533,14417,-205.9195099,17092,-215.6658783,16756,-225.392395,21014,-235.3453369,21916,-245.3403015,22570,-255.3646851,27003,-265.5683899,27877,-275.8039551,33774,-286.2314148,31985,-296.6044312,40591,-307.2157288,41538,-317.8500977,46517,-328.5976562,53475,-339.4846191,54135,-350.3838501,62914,-361.4333801,70157,-372.5918579,71480,-383.769043,82304,-395.0872192,94909,-406.5478821,100903,-418.0697937,110063,-429.6785889,118920,-441.3648071,136109,-453.1860046,145537,-465.0741882,158644,-477.0486145,187643,-489.190918,200604,-501.3999939,204795,-513.6297607,229414,-525.9730225,264405,-538.458252,293210,-551.046875,302702,-563.6673584,348489,-576.4287109,397662,-589.3220825,405789,-602.2356567,453385,-615.2601318,503862,-628.3901978,564204,-641.6333618,608463,-654.9520264,689783,-668.3961792,735286,-681.9041748,810787,-695.5099487,928066,-709.2507935,986596,-723.0527954,1049141,-736.9162598,1167989,-750.8870239,1352771,-765.0046997,1456142,-779.1959839,1551959,-793.4509888,1744567,-807.822998,1994213,-822.3287354,2096844
,-268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,-6.991177082,2977,-14.98984909,2659,-22.87555504,3650,-31.07803726,4369,-39.46032715,3547,-47.63418579,4450,-56.03484344,4744,-64.4994812,4279,-72.86095428,4983,-81.3747406,5263,-89.94319916,4771,-98.41351318,5802,-107.0794678,5421,-115.6775055,6881,-124.5140228,6439,-133.2841492,6346,-142.0397339,8888,-151.1321869,9399,-160.2805481,10020,-169.4928894,12139,-178.8970642,12860,-188.3589478,13625,-197.8786163,14583,-207.4662323,17429,-217.2321167,15978,-226.911087,21355,-236.880127,21769,-246.8683624,24062,-256.9567566,26005,-267.1228027,28115,-277.3668518,32434,-287.7538147,34231,-298.1947021,38572,-308.7549744,42114,-319.4031067,46334,-330.1467285,54564,-341.0538635,54539,-351.9605408,62187,-362.9984436,71255,-374.1724548,69974,-385.3283386,81054,-396.6311951,97960,-408.1235046,99555,-419.631958,111900,-431.2573242,119470,-442.9481506,134753,-454.7593384,145588,-466.6478882,153835,-478.5915222,190917,-490.7511292,200003,-502.9572144,204482,-515.1854248,236901,-527.5608521,261265,-540.0341187,289836,-552.6112061,302252,-565.2302246,353945,-578.0071411,391278,-590.8843384,407952,-603.8032227,453837,-616.8287354,502641,-629.9563599,567717,-643.2057495,612143,-656.5304565,688390,-669.9725952,723686,-683.4647217,812211,-697.0722656,937746,-710.8234863,982442,-724.6212769,1050663,-738.4862061,1169119,-752.4579468,1358248,-766.5796509,1449623,-780.7664795,1543797,-795.0162354,1743675,-809.3877563,2005695,-823.899231,2084767
,-264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5376,-8.589699745,2949,-16.57892227,2610,-24.44602776,3938,-32.72445679,3696,-40.93946457,3825,-49.18877792,4227,-57.5380249,4642,-65.98092651,4504,-74.39364624,4749,-82.85933685,6183,-91.58889771,4924,-100.0907745,5328,-108.6715088,5523,-117.2881851,6082,-126.0012741,7183,-134.8807526,6198,-143.6127319,8766,-152.6913757,9086,-161.8058624,10324,-171.0480957,12132,-180.4516907,12685,-189.8998718,13533,-199.4127502,14349,-208.9841919,18200,-218.7933655,16585,-228.509613,20488,-238.4372101,23144,-248.4866943,21089,-258.4432068,27566,-268.6675415,28229,-278.9156494,32272,-289.2976074,34903,-299.7579346,38374,-310.3130798,40982,-320.93396,48553,-331.7243652,53549,-342.6127319,55110,-353.5298157,62784,-364.5772705,68561,-375.712738,70555,-386.8768921,81342,-398.1833191,97674,-409.672699,101166,-421.1972046,109973,-432.8052063,120805,-444.5071411,135118,-456.3210449,144047,-468.1989441,157882,-480.1685486,186280,-492.3035583,201195,-504.5155945,206650,-516.7543945,231433,-529.1064453,264922,-541.5936279,288760,-554.1669922,308646,-566.8069458,348061,-579.5670776,391603,-592.4450684,408228,-605.364624,442981,-618.3659058,511279,-631.5105591,571505,-644.7666016,605772,-658.0808716,690386,-671.5258789,725284,-685.0202026,816731,-698.6332397,927592,-712.3735962,995052,-726.1841431,1041949,-740.0407715,1171095,-754.0142212,1354962,-768.1334839,1450501,-782.3209229,1546589,-796.5725098,1744718,-810.9446411,2005910,-825.4562378,2086528
,-260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1.945910215,3505,-10.1078558,2809,-18.04843903,2676,-25.94051743,4029,-34.24179077,3695,-42.45652771,4086,-50.77185059,4507,-59.18523788,4524,-67.60238647,4031,-75.90415955,5234,-84.46708679,5510,-93.08140564,5213,-101.6403198,5330,-110.2214279,5723,-118.8736725,5954,-127.5654907,7123,-136.4365692,6182,-145.1659698,8184,-154.1759033,10325,-163.4182281,9800,-172.6083679,10840,-181.8993683,14177,-191.4587402,13670,-200.9817047,14217,-210.5438995,17032,-220.2867432,17392,-230.0505066,20775,-239.9920044,23160,-250.0421906,20798,-259.9848022,28592,-270.245697,26662,-280.4367065,32660,-290.8306274,33945,-301.2631226,39278,-311.8415527,41436,-322.4734497,49669,-333.2865906,51537,-344.1366577,56703,-355.0822449,60404,-366.0910645,70482,-377.2541809,69204,-388.3989868,82614,-399.7209167,97238,-411.2058411,102707,-422.7454834,110532,-434.358551,121385,-446.0652771,133265,-457.8653564,141432,-469.7249451,161554,-481.7175293,184940,-493.8453064,200932,-506.0560303,204317,-518.2834473,232275,-530.6390991,265994,-543.1303101,288782,-555.7037354,312035,-568.3546143,345092,-581.1062012,393026,-593.987854,408440,-606.907959,442092,-619.9072266,519345,-633.0675659,559298,-646.302002,612675,-659.6275635,690909,-673.0733032,725368,-686.567749,814356,-700.1779175,919660,-713.909668,1001378,-727.7265625,1042720,-741.5839233,1182885,-755.5673828,1348555,-769.6819458,1447548,-783.8673096,1541779,-798.1157837,1737736,-812.4838867,2001963,-826.9935303,2101148
,-256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-3.891820431,2580,-11.747365,2552,-19.59199715,2626,-27.46521378,3978,-35.75374603,3780,-43.9912262,4399,-52.38035965,4385,-60.76630402,4211,-69.11175537,4503,-77.52425385,4396,-85.91270447,5745,-94.56878662,5111,-103.1079407,5721,-111.7598419,5398,-120.3536224,5932,-129.0417328,7491,-137.9631958,6336,-146.7171936,8960,-155.8177185,8786,-164.8986359,9622,-174.0704498,12569,-183.5094452,12634,-192.953598,14175,-202.5128326,13314,-212.0093994,18096,-221.812851,17133,-231.561615,21822,-241.5522919,23103,-251.6000061,20010,-261.5039978,29394,-271.7925415,25813,-281.9511719,34018,-292.3858032,32780,-302.7833862,39794,-313.3748474,41883,-324.0174866,48413,-334.8050232,52395,-345.6716003,57672,-356.6341248,59377,-367.6257935,70375,-378.787384,70971,-389.9573975,81134,-401.261261,97484,-412.7487183,101532,-424.2768555,110448,-435.8891602,121164,-447.5940552,132950,-459.3917847,142981,-471.2622375,165062,-483.2763062,178837,-495.3705444,200389,-507.5785522,206855,-519.8182983,231614,-532.1711426,266531,-544.6643677,287004,-557.2316284,308437,-569.8709106,349194,-582.6342773,397168,-595.5263672,408159,-608.4458008,436599,-621.4325562,520676,-634.595459,560570,-647.8321533,615176,-661.1618042,687541,-674.6026611,726765,-688.098999,822564,-701.7191772,905487,-715.4354248,1006116,-729.257019,1046708,-743.1181641,1171284,-757.0917969,1359028,-771.2140503,1438015,-785.3928223,1551828,-799.6477661,1742399,-814.0185547,1996159,-828.5252686,2091493
,-252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,-5.25227356,2718,-13.15992546,2812,-21.10157776,2628,-28.97555542,3983,-37.26534653,3789,-45.50520325,4462,-53.90855408,3898,-62.17677307,4984,-70.69076538,4655,-79.13645935,4272,-87.49629974,4820,-95.97682953,5710,-104.6268005,5665,-113.2688599,5693,-121.9158554,6122,-130.635498,6789,-139.4585571,6615,-148.2556458,8489,-157.3021698,9484,-166.4595337,9081,-175.5734711,13134,-185.056427,11327,-194.3913727,14252,-203.9560242,15459,-213.6019745,16879,-223.3358002,17355,-233.0974426,21732,-243.0839844,22627,-253.1108856,19712,-262.9998779,29951,-273.3071899,27471,-283.5280762,32184,-293.9072876,33080,-304.3139648,38899,-314.8826904,42935,-325.5501404,48868,-336.3470154,49944,-347.1656799,57706,-358.1287842,60646,-369.1416016,70567,-380.3059082,68677,-391.4430847,80680,-402.741333,100059,-414.2548523,102951,-425.796875,110648,-437.4109802,122259,-449.1248779,133071,-460.9235229,139962,-472.772644,166847,-484.7974854,177219,-496.8826294,199902,-509.0882263,207309,-521.3302002,235418,-533.6993408,267415,-546.1959229,283215,-558.7498779,310251,-571.3950195,347231,-584.152771,395783,-597.0413818,411403,-609.968689,437052,-622.9564819,513138,-636.1047974,564872,-649.3491211,618692,-662.6845093,676640,-676.109375,731813,-689.6126709,828141,-703.239624,898215,-716.9478149,1010116,-730.7733765,1050993,-744.6386108,1166139,-758.6078491,1356276,-772.7280884,1445378,-786.9119873,1545140,-801.1625977,1745588,-815.5352173,1996772,-830.0422363,2102902
,-248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,-6.862757683,2320,-14.61207962,3071,-22.64183807,2538,-30.48097038,3908,-38.75175095,3969,-47.03802109,4354,-55.41687012,4219,-63.76422119,4556,-72.18842316,3903,-80.45792389,5102,-88.99531555,5588,-97.62369537,4978,-106.1364746,5760,-114.795166,5500,-123.4076691,6481,-132.1842957,6153,-140.9089966,7224,-149.7941589,8353,-158.8245392,9741,-168.0086365,8667,-177.0759125,13474,-186.5844269,11317,-195.9184875,14423,-205.4950714,14623,-215.0854187,17171,-224.8363953,17665,-234.6157379,20364,-244.537262,24314,-254.6360626,19906,-264.5348511,28453,-274.790863,27519,-285.0134888,32608,-295.4057922,33436,-305.8231812,38740,-316.3878174,42984,-327.0563965,48152,-337.838501,50471,-348.6676636,56604,-359.6115112,65074,-370.6947937,65949,-381.7914429,71591,-392.9701538,81955,-404.2840881,98763,-415.7845764,98642,-427.2838135,114067,-438.9283447,120222,-450.6254272,133975,-462.4308472,143037,-474.3016968,161055,-486.2911987,179123,-498.3870239,200262,-510.5944214,206350,-522.8317261,235901,-535.2028809,267477,-547.699646,282757,-560.2520142,310832,-572.8990479,345737,-585.6524658,397149,-598.5445557,408645,-611.4651489,437217,-624.4533081,518997,-637.6129761,559480,-650.8477173,622691,-664.1895142,674902,-677.6118164,732206,-691.1156616,826910,-704.7410889,902840,-718.4544067,1006343,-732.2762451,1057893,-746.1480103,1160032,-760.1119385,1352682,-774.2295532,1445720,-788.4136963,1548327,-802.6663818,1749652,-817.0413208,1980765,-831.5403442,2116132
,-244,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.098612309,1490,-8.405143738,2363,-16.17283058,2739,-24.08817863,2745,-32.00571442,3848,-40.26102448,4073,-48.57315826,4211,-56.91861343,3847,-65.17366028,4703,-73.62961578,4205,-81.97364807,4695,-90.42790222,5857,-99.10329437,5387,-107.6950378,4922,-116.1965103,6235,-124.9344482,5731,-133.588089,6870,-142.4230042,6704,-151.2334595,7931,-160.2119904,10985,-169.5162811,8516,-178.565979,13434,-188.0715179,11260,-197.400528,14404,-206.9757843,14984,-216.5905151,16645,-226.310379,18235,-236.1214752,20429,-246.0461884,22585,-256.071228,21855,-266.0634155,27491,-276.2850342,27547,-286.5086975,32126,-296.8861084,33222,-307.2970886,39175,-317.8728943,43686,-328.5576782,47724,-339.3308716,49787,-350.1463928,57901,-361.1128845,62540,-372.1564331,68853,-383.2961731,70949,-394.4658813,80437,-405.7611084,100554,-417.2795715,98894,-428.7813721,114367,-440.4285278,118014,-452.1070862,132974,-463.9049988,145080,-475.7900391,162966,-487.7913208,176951,-499.874939,200863,-512.0853271,206511,-524.3234253,237247,-536.7002563,268678,-549.2015381,278665,-561.7393188,312220,-574.3908081,345279,-587.1429443,396579,-600.0335693,405881,-612.9473877,438965,-625.9395752,519934,-639.1010132,561922,-652.3401489,618945,-665.6759033,676420,-679.1004639,738832,-692.6132812,821103,-706.2316895,903343,-719.9455566,1004494,-733.765564,1052736,-747.6324463,1165545,-761.6011353,1353614,-775.7194214,1444150,-789.9024658,1546075,-804.1536865,1753558,-818.5308228,1979493,-833.0291748,2113820
