,ebin,w_0,h_0,w_1,h_1,w_2,h_2,w_3,h_3,w_4,h_4,w_5,h_5,w_6,h_6,w_7,h_7,w_8,h_8,w_9,h_9,w_10,h_10,w_11,h_11,w_12,h_12,w_13,h_13,w_14,h_14,w_15,h_15,w_16,h_16,w_17,h_17,w_18,h_18,w_19,h_19,w_20,h_20,w_21,h_21,w_22,h_22,w_23,h_23,w_24,h_24,w_25,h_25,w_26,h_26,w_27,h_27,w_28,h_28,w_29,h_29,w_30,h_30,w_31,h_31,w_32,h_32,w_33,h_33,w_34,h_34,w_35,h_35,w_36,h_36,w_37,h_37,w_38,h_38,w_39,h_39,w_40,h_40,w_41,h_41,w_42,h_42,w_43,h_43,w_44,h_44,w_45,h_45,w_46,h_46,w_47,h_47,w_48,h_48,w_49,h_49,w_50,h_50,w_51,h_51,w_52,h_52,w_53,h_53,w_54,h_54,w_55,h_55,w_56,h_56,w_57,h_57,w_58,h_58,w_59,h_59,w_60,h_60,w_61,h_61,w_62,h_62,w_63,h_63,w_64,h_64,w_65,h_65,w_66,h_66,w_67,h_67,w_68,h_68,w_69,h_69,w_70,h_70,w_71,h_71,w_72,h_72,w_73,h_73,w_74,h_74,w_75,h_75,w_76,h_76,w_77,h_77,w_78,h_78,w_79,h_79,w_80,h_80
,-220,0,0,0,0,0,0,0,0,0,0,0,6,-1.791759491,2026,-9.405578613,2261,-17.12914085,2608,-24.99547958,3416,-33.13170624,3056,-41.15656662,3724,-49.37911987,3907,-57.64964676,3868,-65.91014099,4132,-74.23665619,4321,-82.6078949,5309,-91.18505096,4604,-99.61972809,4851,-108.1066666,5556,-116.7293015,6083,-125.4425583,5022,-133.9641418,6279,-142.7091064,6105,-151.4259644,8265,-160.445755,8136,-169.4498138,9183,-178.5749207,9463,-187.730072,11362,-197.0681,12971,-206.5385742,13224,-216.0283661,14490,-225.6095734,17797,-235.3963623,17478,-245.1650543,21847,-255.1568756,19921,-265.0563965,24688,-275.1704712,26381,-285.3508606,29273,-295.6352844,30985,-305.976532,33877,-316.4070129,37996,-326.95224,44542,-337.6564331,49074,-348.4575195,49634,-359.2699585,59181,-370.2583008,61567,-381.2861938,65124,-392.3702393,76722,-403.6181946,80482,-414.9139709,93516,-426.3598633,102405,-437.8965454,104096,-449.4496155,124908,-461.1849365,134465,-472.993988,142251,-484.8593445,165351,-496.8751831,175941,-508.9530945,197986,-521.1490479,214483,-533.4250488,237815,-545.8043213,256258,-558.2582397,282622,-570.8101196,308768,-583.4504395,337792,-596.180603,394982,-609.0671997,421448,-622.0186768,458306,-635.0539551,512380,-648.2008057,561350,-661.4389038,635352,-674.8008423,665770,-688.2095337,749105,-701.736145,786917,-715.3120117,873942,-728.9927979,995443,-742.8037109,1086611,-756.7022705,1199711,-770.6998901,1347341,-784.8135376,1415685,-798.9766846,1607090
,-216,0,0,0,0,0,0,0,0,0,0,0,25,-3.218875885,1819,-10.72491837,2384,-18.5014534,2947,-26.48999596,2970,-34.48631287,3318,-42.59342957,3390,-50.72201538,4007,-59.01781464,4146,-67.34771729,3966,-75.63323212,4599,-84.06682587,5211,-92.62535095,4358,-101.0051193,4971,-109.5164948,5145,-118.0622787,5984,-126.7591248,5509,-135.3732605,6219,-144.1086273,6482,-152.8854065,7351,-161.7879944,8376,-170.8211212,9297,-179.9585724,9753,-189.1439056,11369,-198.4825439,12760,-207.936615,12391,-217.3613434,15721,-227.0240936,17341,-236.7849274,17465,-246.552887,21410,-256.5245056,20227,-266.43927,24411,-276.5420532,25589,-286.6919861,29404,-296.9808655,31169,-307.3280334,34885,-317.7878418,37893,-328.3303528,43240,-339.0048828,49911,-349.822876,49014,-360.6227417,60002,-371.6248779,60849,-382.6410217,68245,-393.7718811,74927,-404.9961548,80491,-416.2920532,95268,-427.7565002,99369,-439.263092,106680,-450.8406677,124163,-462.5700073,132034,-474.3608093,143415,-486.234314,165168,-498.2490234,176638,-510.3308716,198146,-522.5276489,214946,-534.8057861,238648,-547.1885376,257234,-559.6463013,280623,-572.19104,308432,-584.8303223,338914,-597.5638428,397134,-610.4558716,418393,-623.4000244,460096,-636.439209,509044,-649.5795288,564700,-662.8236084,633703,-676.1829224,661674,-689.5854492,747045,-703.109314,793040,-716.6929321,876191,-730.3762817,994461,-744.1862183,1081318,-758.079895,1197602,-772.0757446,1357660,-786.1970215,1406752,-800.3538208,1605561
,-212,0,0,0,0,0,0,0,0,0,0,0,106,-4.663439274,1773,-12.14386749,2306,-19.88713646,2728,-27.79846001,3184,-35.86435318,3513,-44.02857971,3182,-52.09384537,4524,-60.51099777,3445,-68.6556778,4309,-77.0241394,4339,-85.39953613,5132,-93.94278717,4527,-102.3606033,4981,-110.8739929,4938,-119.3787079,6042,-128.0852051,5688,-136.7313232,5853,-145.4060364,7539,-154.3338776,6474,-163.1094208,8346,-172.1389618,9698,-181.318634,10118,-190.5407104,10502,-199.8000336,12788,-209.2563019,13251,-218.7481232,16398,-228.4530334,16769,-238.1803131,16328,-247.8809509,21390,-257.8516235,20686,-267.7888489,24854,-277.9096375,24873,-288.031189,29376,-298.3191223,31217,-308.6678467,35656,-319.1495056,39420,-329.7315369,41897,-340.3745117,49498,-351.1842041,50542,-362.0147705,58295,-372.9880371,59753,-383.9860229,67825,-395.1107178,75841,-406.3471069,82524,-417.6679382,93725,-429.1160583,98014,-440.6089172,108231,-452.2009277,125378,-463.9400024,131648,-475.7278748,142031,-487.5916748,167771,-499.6220398,174826,-511.693573,200151,-523.9003906,211134,-536.1606445,241576,-548.555603,255313,-561.0058594,280553,-573.550354,308614,-586.1901855,340253,-598.9276123,395551,-611.8156738,423083,-624.7709961,459437,-637.8087769,509706,-650.9503784,557715,-664.1820068,640326,-677.5517578,658346,-690.9492188,737812,-704.4606934,797209,-718.0495605,887004,-731.7451782,982601,-745.5431519,1083262,-759.4386597,1206631,-773.4420166,1352105,-787.5592041,1408917,-801.7175293,1603578
,-208,0,0,0,0,0,0,0,0,0,0,0,322,-5.774551392,2257,-13.49634361,2426,-21.29034233,2751,-29.21006203,2710,-37.11476517,3685,-45.32678986,3494,-53.48559189,4305,-61.85312271,3450,-69.99925232,4242,-78.35204315,4625,-86.79127502,4784,-95.26430511,4680,-103.7153549,5047,-112.2419052,5239,-120.8057938,5506,-129.4193878,5529,-138.0371552,6144,-146.7603912,7266,-155.6513519,6426,-164.4194641,8598,-173.4787445,9456,-182.6331482,10446,-191.8871155,10421,-201.1386871,13065,-210.6163788,12762,-220.0706024,16611,-229.7884216,16293,-239.486908,17647,-249.2652283,20153,-259.1763306,21016,-269.129364,24614,-279.240448,24784,-289.3583984,29480,-299.6498718,31175,-309.9972534,36970,-320.5151062,38954,-331.0852356,42124,-341.7336121,48239,-352.5175476,51536,-363.3675842,57971,-374.3352966,58087,-385.3049927,68632,-396.4414978,75416,-407.6722717,83930,-419.0100098,90467,-430.42276,101505,-441.9506226,108531,-453.5454102,125170,-465.2828369,130138,-477.0591736,144247,-488.938446,169643,-500.9798889,173242,-513.0423584,198741,-525.2421265,211261,-537.5029907,240573,-549.8937988,257428,-562.3522949,278730,-574.8903198,310139,-587.5350952,340021,-600.2718506,398568,-613.1674805,421564,-626.1192017,457234,-639.1521606,510113,-652.2945557,564108,-665.5375366,631509,-678.8934326,660207,-692.2937622,736767,-705.803772,798077,-719.3937378,883229,-733.085083,989527,-746.8900757,1083412,-760.7857056,1205331,-774.7879639,1346189,-788.9007568,1405694,-803.0568237,1609606
,-204,0,0,0,0,0,0,0,0,0,0,0,1127,-7.027314663,2329,-14.780509,2494,-22.60215187,2733,-30.51530647,2959,-38.50791168,3487,-46.66470718,3356,-54.78321075,4154,-63.11503601,3724,-71.33759308,4378,-79.72193909,4316,-88.09202576,5012,-96.61161804,4592,-105.0436859,4993,-113.5594788,5165,-122.1091385,5446,-130.7117767,5741,-139.3671722,6264,-148.1097412,6773,-156.9304352,6837,-165.7605438,8667,-174.8278198,9758,-184.0136566,9676,-193.1910553,10818,-202.4800262,12349,-211.9013519,13621,-221.4207153,16567,-231.1358795,16807,-240.8654327,16301,-250.5644073,20595,-260.4972229,21405,-270.4685974,24323,-280.5677795,24211,-290.6623535,30087,-300.9742126,31975,-311.3469238,35670,-321.8289795,38461,-332.3863831,44218,-343.0832825,46451,-353.8294373,53040,-364.708252,56184,-375.6446533,60105,-386.6484985,69297,-397.7946472,74219,-409.0094299,83215,-420.338623,92109,-431.7693481,101159,-443.2937927,106000,-454.8649902,125337,-466.6037598,133677,-478.4069519,140443,-490.2595215,170988,-502.3088684,175384,-514.383606,194455,-526.5615845,214066,-538.8356323,238123,-551.2161865,259173,-563.6814575,274963,-576.2058716,314981,-588.8661499,341232,-601.6064453,397376,-614.4990845,421934,-627.4516602,456123,-640.4821777,511778,-653.6278076,562092,-666.8672485,629995,-680.2207031,663760,-693.6264038,731220,-707.1288452,803747,-720.7258911,878488,-734.4118652,993956,-748.2213135,1081251,-762.1149292,1201998,-776.1144409,1355581,-790.2341919,1398775,-804.3853149,1615076
,-200,0,0,0,0,0,0,0,0,0,2,-0.6931471825,2130,-8.357024193,2192,-16.04959297,2617,-23.91937637,2827,-31.86634827,2837,-39.81685257,3508,-47.9796524,3612,-56.17166901,3691,-64.38532257,3722,-72.60733795,4663,-81.05474854,4359,-89.43474579,4753,-97.90127563,4815,-106.3807678,5011,-114.9001617,5194,-123.4554214,5411,-132.0516052,5414,-140.6483459,6401,-149.4125519,7026,-158.269928,6347,-167.0256653,8962,-176.1264191,9855,-185.3221588,9251,-194.4546509,11505,-203.805191,12235,-213.2172546,13419,-222.7216797,16672,-232.443161,16654,-242.1635742,17255,-251.9194336,19467,-261.7958984,22442,-271.8145752,23067,-281.8607483,24857,-291.9816284,29151,-302.2618713,33102,-312.66922,35481,-323.1459656,38133,-333.6947937,44393,-344.3956299,48342,-355.1816711,51561,-366.032196,55427,-376.9550171,59610,-387.950592,69865,-399.1049194,74905,-410.3288879,82679,-421.6516113,90413,-433.0637512,103258,-444.6087341,107594,-456.1948547,123984,-467.92276,129834,-479.6967773,141621,-491.5576782,174621,-503.6280518,170603,-515.6751709,196381,-527.8629761,217297,-540.1519775,234228,-552.5160522,263655,-564.9984741,275488,-577.5247803,313084,-590.1790161,338252,-602.9105835,402082,-615.8150024,417534,-628.7571411,454548,-641.7841797,514326,-654.9348145,565590,-668.1804199,625969,-681.5274658,665299,-694.9354858,731938,-708.4389648,805596,-722.0383301,878898,-735.7247314,990166,-749.5303345,1092190,-763.434021,1190557,-777.4239502,1353716,-791.5422974,1408103,-805.7000732,1604152
,-196,0,0,0,0,0,0,0,0,0,6,-1.791759491,2543,-9.63285923,2195,-17.32679749,2381,-25.10207367,3125,-33.14926147,2760,-41.07224655,3719,-49.29345703,3557,-57.47013092,3563,-65.64849091,4120,-73.9720993,4357,-82.35163879,4529,-90.76989746,4478,-99.17682648,4880,-107.6697235,5043,-116.1954803,5164,-124.7449493,5444,-133.3472137,5602,-141.9780884,5829,-150.6486816,7746,-159.6036072,5950,-168.294754,9304,-177.4329529,9340,-186.5750122,9758,-195.760849,11181,-205.0828247,12000,-214.4754791,14064,-224.0268555,16728,-233.7516937,15884,-243.4247589,17730,-253.2077789,19440,-263.0828552,22293,-273.0948792,23630,-283.1651611,25029,-293.2929382,29815,-303.5957031,31837,-313.9640808,35763,-324.448761,38363,-335.0036011,45075,-345.719696,47876,-356.4960632,49242,-367.3005676,55688,-378.2280884,60711,-389.2419739,70795,-400.4095154,74139,-411.6231995,81358,-422.9298096,92004,-434.3594055,101967,-445.8918152,108537,-457.4866638,123935,-469.2141724,129824,-480.9880981,144083,-492.8662415,170173,-504.9107971,173969,-516.977417,196960,-529.1681519,217146,-541.4564819,232752,-553.814209,261318,-566.2877197,276272,-578.8168335,313220,-591.4714966,340871,-604.2107544,394726,-617.0966797,421181,-630.0474854,455146,-643.0758667,516853,-656.2313843,561419,-669.4696045,628679,-682.8209839,665854,-696.2297974,733034,-709.7347412,798718,-723.3255005,878650,-737.0116577,992137,-750.8192749,1095665,-764.7261353,1193871,-778.7188721,1347967,-792.8330078,1413946,-806.994873,1594206
,-192,0,0,0,0,0,0,0,0,0,33,-3.496507645,1646,-10.90261078,2247,-18.61996269,2709,-26.52429771,2673,-34.41525269,3005,-42.42328644,3291,-50.52223206,3670,-58.73017883,4102,-67.04940796,3483,-75.20505524,4444,-83.60436249,4676,-92.0545578,4480,-100.461937,4636,-108.9035416,5127,-117.445816,5243,-126.0104675,5427,-134.6096039,5542,-143.2297211,5994,-151.9282379,8067,-160.9237823,5904,-169.6071625,8755,-178.6845398,9477,-187.841156,10146,-197.0659943,10780,-206.3514404,12059,-215.7490082,14516,-225.332016,15691,-234.9928589,15949,-244.6700134,18875,-254.5156097,18011,-264.3143616,23063,-274.3603516,23490,-284.4246826,24966,-294.5499573,29868,-304.8544922,32404,-315.2405396,36031,-325.732666,38644,-336.2947998,44208,-346.9914551,46543,-357.7395935,51371,-368.5864258,55712,-379.5143738,59538,-390.5087585,71780,-401.6901245,74664,-412.9108887,78225,-424.1782227,96032,-435.6506653,99499,-447.1585693,111676,-458.7819214,122710,-470.4995117,129042,-482.267395,145277,-494.1537781,169702,-506.1955872,171586,-518.2484131,197969,-530.4442749,216524,-542.7297363,234486,-555.0949097,263388,-567.5762939,273174,-580.0941772,312456,-592.7463989,340586,-605.4848022,391188,-618.3617554,425951,-631.3238525,455110,-644.3521729,512914,-657.500061,564460,-670.7437134,624008,-684.0876465,671578,-697.5050049,727388,-711.0021973,804674,-724.6004028,878668,-738.2865601,982944,-752.0848389,1103392,-765.9987183,1193888,-779.9914551,1356363,-794.1117554,1410574,-808.2712402,1595373
,-188,0,0,0,0,0,0,0,0,0,97,-4.574710846,2118,-12.23293877,2137,-19.90009689,2533,-27.737257,3071,-35.76701736,2615,-43.63603592,3452,-51.78274536,3726,-60.00583649,3533,-68.17573547,3911,-76.44728088,4709,-84.9045105,4279,-93.26598358,4840,-101.7506561,4705,-110.2070389,4947,-118.7135773,5095,-127.2495956,6181,-135.9788361,4690,-144.4320221,6639,-153.2327423,7371,-162.1380463,6062,-170.8478394,9287,-179.9842072,9045,-189.0941772,9439,-198.2467804,11787,-207.6215363,12331,-217.0414124,13793,-226.5733337,15663,-236.2323914,16619,-245.9506989,18207,-255.7602539,18798,-265.6017456,22793,-275.6359558,22472,-285.6559753,25568,-295.8050842,29802,-306.1074219,33321,-316.5213623,34836,-326.9797668,38957,-337.5499878,44235,-348.2472534,46623,-358.9971008,51062,-369.8378906,56616,-380.7819519,57760,-391.7460022,72323,-402.934906,73528,-414.1403198,79138,-425.419281,96714,-436.8988037,99428,-448.4060059,111784,-460.0303345,121478,-471.7378235,128759,-483.5035095,146962,-495.4014282,170775,-507.4495239,170496,-519.4959717,200611,-531.7050781,211573,-543.9674072,242102,-556.364502,258001,-568.8251953,273323,-581.3436279,316205,-594.0077515,337144,-606.7360229,391834,-619.614624,429794,-632.5856934,452248,-645.607666,511426,-658.7526245,566887,-672.0005493,629030,-685.352478,666163,-698.7617798,724620,-712.255188,809320,-725.8591309,874287,-739.5402832,988168,-753.3438721,1099187,-767.2539673,1195209,-781.2478027,1359351,-795.3703003,1409472,-809.5290527,1585773
,-184,0,0,0,0,0,0,0,0,0,378,-5.934894085,1847,-13.45621204,2307,-21.19991493,2232,-28.91056824,3258,-36.99943542,2953,-44.99001312,3044,-53.01094055,3790,-61.25106049,3402,-69.38317871,4301,-77.74977875,4164,-86.08400726,4667,-94.53227997,4456,-102.934288,5066,-111.464592,4999,-119.9815826,5061,-128.5108948,5834,-137.1823578,4709,-145.6395874,6829,-154.4685211,7473,-163.3875732,6141,-172.110321,8908,-181.2050323,8839,-190.2919617,10577,-199.5583954,11498,-208.9083252,11876,-218.2906036,13277,-227.7843933,16276,-237.481842,16336,-247.1829681,18934,-257.0316772,17726,-266.8144531,22301,-276.8268433,23888,-286.9079895,25226,-297.0436096,29829,-307.3468323,32557,-317.7375793,34843,-328.1961975,40775,-338.8120117,43896,-349.5015869,46273,-360.2438965,51221,-371.0877991,55658,-382.0147705,58745,-392.9957275,71823,-404.1776733,74821,-415.4005127,78024,-426.6652832,94487,-438.1214905,101051,-449.6448669,111674,-461.268219,123218,-472.9899292,127065,-484.7423706,148389,-496.6499634,168306,-508.6835022,172951,-520.7442627,199543,-532.9480591,210251,-545.2041016,242514,-557.6029053,254812,-570.0512085,275041,-582.5758667,319205,-595.2494507,335066,-607.9715576,391524,-620.8493652,426853,-633.8135376,455821,-646.8433838,514249,-659.9938354,566663,-673.241333,618526,-686.576416,670739,-699.9925537,724957,-713.4864502,811612,-727.0932007,877101,-740.7775879,989537,-754.5825806,1096130,-768.4898682,1201993,-782.4893799,1349091,-796.6043091,1420177,-810.7706299,1578913
,-180,0,0,0,0,0,0,0,1,0,1061,-6.966967106,2284,-14.70065022,2012,-22.30753517,2462,-30.11626434,3377,-38.24100876,3044,-46.26193619,2900,-54.2344017,3700,-62.45048904,3556,-70.62687683,4180,-78.96494293,4212,-87.31063843,4736,-95.77359009,4342,-104.1496811,5124,-112.6913681,4962,-121.2009354,5193,-129.7559967,5409,-138.3518219,5017,-146.872406,6641,-155.6734314,7155,-164.548996,6572,-173.3395691,8688,-182.4092712,9010,-191.5153656,9324,-200.6557159,12879,-210.1190643,12003,-219.5119781,13826,-229.0462799,16249,-238.7420654,15523,-248.3921509,18605,-258.2233276,18309,-268.0384827,21725,-278.0246887,24044,-288.1123352,25836,-298.2718506,29337,-308.5584412,32733,-318.9545898,34797,-329.4118652,39938,-340.006958,44076,-350.7006226,47977,-361.4790955,51272,-372.3240051,54660,-383.2328796,58013,-394.2012939,73911,-405.4118958,73576,-416.617981,76486,-427.862854,96695,-439.3421631,99304,-450.848114,113886,-462.4910583,122099,-474.2036438,128460,-485.9670105,145230,-497.8530884,171839,-509.9074097,171304,-521.9586182,199717,-534.163269,209275,-546.4146729,246174,-558.8284912,254689,-571.2763062,268706,-583.7776489,323703,-596.46521,334738,-609.1863403,390064,-622.0604248,429143,-635.0299683,456671,-648.0617065,516626,-661.2167969,563282,-674.458313,616469,-687.7901001,672509,-701.2088623,722187,-714.6989136,813718,-728.3082886,882995,-741.9993896,985471,-755.800293,1098652,-769.7098999,1198085,-783.7061157,1352644,-797.8236694,1420580,-811.9902344,1571326
,-176,0,0,0,0,0,0,0,5,-1.609437943,715,-8.181720734,2034,-15.79948044,2241,-23.51415825,2626,-31.38737488,3007,-39.39607239,2816,-47.33914566,3338,-55.45227432,3357,-63.57107544,4025,-71.87135315,3862,-80.1302948,4387,-88.51669312,4453,-96.91802979,4555,-105.3420105,4893,-113.8375702,5659,-122.478569,4606,-130.913681,5162,-139.4627533,5869,-148.1401978,6447,-156.9115753,6669,-165.7167969,7058,-174.5787201,8417,-183.6167297,8812,-192.700592,9640,-201.8742676,12421,-211.3014069,12226,-220.7127228,14512,-230.2954559,15245,-239.9274597,15747,-249.5918579,18407,-259.4123535,18885,-269.2584839,21171,-279.2188721,24439,-289.3228149,25611,-299.4736023,29089,-309.751709,33219,-320.1625977,34879,-330.6222229,39594,-341.2086487,44354,-351.9085999,47130,-362.6692505,50328,-373.495575,56538,-384.4382324,57142,-395.3915405,73558,-406.5973816,75054,-417.8233337,76196,-429.0643921,97512,-440.552124,97485,-452.0395813,113728,-463.6811523,124484,-475.4130859,127395,-487.1681213,144409,-499.0485229,170934,-511.0975647,174238,-523.1657715,197743,-535.3604736,211878,-547.6242676,240464,-560.0145874,256730,-572.4703979,271973,-584.9838257,323448,-597.6705933,332124,-610.3838501,391305,-623.2611084,427145,-636.2260132,456171,-649.2566528,517117,-662.4126587,566936,-675.6606445,612987,-688.9867554,676139,-702.4108887,716620,-715.8931885,815831,-729.505127,881704,-743.1947632,985356,-756.9955444,1092460,-770.8994751,1206951,-784.9030762,1360313,-799.0263062,1400014,-813.1782837,1592838
,-172,0,0,0,0,0,0,0,7,-1.945910096,1661,-9.361084938,1924,-16.92324638,2473,-24.73643303,2406,-32.52215576,3107,-40.56356812,2910,-48.5394783,3300,-56.64115524,3282,-64.73736572,4159,-73.07039642,3823,-81.31918335,4366,-89.70078278,4389,-98.08763885,5033,-106.611412,4538,-115.0316544,5434,-123.6320877,4768,-132.1017761,5222,-140.6624146,5774,-149.3235321,6349,-158.0795898,6280,-166.8247223,7943,-175.8047638,7846,-184.772522,8924,-193.8690186,9382,-203.015564,12608,-212.4576569,12289,-221.874115,14490,-231.4553223,14794,-241.0572968,16575,-250.7729492,17879,-260.5643311,19409,-270.4378357,20798,-280.3804626,24944,-290.5048523,25209,-300.639801,30287,-310.9582825,32272,-321.3402405,35179,-331.8084412,39393,-342.3897705,43718,-353.0752869,46802,-363.8289795,51644,-374.6811218,55858,-385.6116943,57354,-396.5686951,74383,-407.785675,74197,-419.0001526,76022,-430.2389221,97511,-441.7266541,96104,-453.1998291,114590,-464.848938,122973,-476.5686646,132224,-488.3609314,144974,-500.2452393,167910,-512.2764282,173296,-524.3391724,198229,-536.536377,210978,-548.7958984,240049,-561.1845093,257542,-573.6434326,274536,-586.1662598,324077,-598.8549805,329566,-611.5604858,390471,-624.4356079,424073,-637.3932495,462006,-650.4365845,515626,-663.5897217,566955,-676.8377686,614739,-690.166748,670674,-703.5827637,722680,-717.0734863,809349,-730.6774902,880959,-744.366272,990287,-758.1719971,1097042,-772.0801392,1204456,-786.081665,1357080,-800.2025146,1408429,-814.3604736,1578202
,-168,0,0,0,0,0,0,0,17,-2.833213329,2101,-10.48338223,2046,-18.10702324,2400,-25.89024734,2670,-33.7800827,2609,-41.64680481,3652,-49.84983444,2634,-57.72609329,3542,-65.89853668,4017,-74.19683075,4057,-82.50502777,4328,-90.87789154,4469,-99.28281403,4540,-107.7034988,4940,-116.2086182,5404,-124.8035126,4885,-133.2974396,5096,-141.8336487,5740,-150.4888611,6125,-159.2089996,6616,-168.0062408,7726,-176.9585876,8275,-185.9795837,8280,-195.0011749,9821,-204.1934509,11739,-213.5641174,12699,-223.0133972,14594,-232.6017609,14953,-242.2144318,16321,-251.9146423,18347,-261.7318726,19711,-271.6208191,20616,-281.554657,24484,-291.6604309,25733,-301.8159485,29045,-312.0925598,32154,-322.4708557,36816,-332.9845581,38109,-343.5327759,43479,-354.2127991,46789,-364.966217,53457,-375.8528442,55600,-386.7787781,57855,-397.7444763,73037,-408.9432068,74728,-420.1648254,76623,-431.4114685,95858,-442.8820801,95164,-454.3454285,116206,-466.0085449,122228,-477.7221985,131816,-489.5113525,145611,-501.4000549,166714,-513.4240723,174109,-525.4915161,197366,-537.6843262,212837,-549.9526367,240389,-562.3426514,255170,-574.7923584,276446,-587.3221436,326267,-600.0176392,330958,-612.727356,382892,-625.5828857,426047,-638.545166,462150,-651.5888062,516223,-664.743103,568961,-677.9946899,615361,-691.324646,668125,-704.7368774,723448,-718.2286377,807754,-731.8306274,889886,-745.52948,979208,-759.3239746,1101828,-773.2364502,1201157,-787.2352295,1355450,-801.3548584,1406974,-815.5117798,1587182
,-164,0,0,0,0,0,0,0,67,-4.204692841,1655,-11.61624908,2230,-19.32600594,2227,-27.0344162,2574,-34.88763428,2701,-42.78901291,3193,-50.85773087,3090,-58.89365768,3488,-67.0507431,4190,-75.3911972,3806,-83.63552856,4096,-91.95329285,4720,-100.4128571,4510,-108.8269119,5009,-117.3459015,5044,-125.8718567,5136,-134.4158936,4923,-142.917572,5927,-151.6048431,6699,-160.4145508,6168,-169.1416779,7876,-178.1132507,7679,-187.059494,8276,-196.0806122,10675,-205.3562775,11604,-214.7153778,12766,-224.1699219,14463,-233.7492676,15135,-243.3740387,15884,-253.0471039,17410,-262.8118896,20819,-272.7555237,20442,-282.6808777,24230,-292.7762146,26132,-302.9471436,29720,-313.2467041,30913,-323.5856323,37422,-334.1156616,38438,-344.6724548,42453,-355.3286133,47922,-366.105957,51842,-376.9619141,57994,-387.9300232,57155,-398.8835449,72861,-410.0798645,75106,-421.3065186,78544,-432.5779419,92489,-444.0127869,95993,-455.4848022,116755,-467.1526489,121250,-478.8582458,130969,-490.6409607,147553,-502.5429077,165243,-514.5581055,174280,-526.6265259,194270,-538.8035278,215900,-551.0861206,243400,-563.4885864,253781,-575.9328003,275521,-588.4592285,325980,-601.1538086,332704,-613.8688354,380041,-626.7168579,427125,-639.6817017,458087,-652.7164917,521284,-665.8805542,566818,-679.1283569,617150,-692.4612427,667274,-705.8721924,722561,-719.3627319,806693,-732.9634399,896343,-746.6694946,975416,-760.460144,1103998,-774.3745728,1202953,-788.3748779,1346283,-802.4877319,1407323,-816.6449585,1590999
,-160,0,0,0,0,0,0,0,238,-5.472270489,1521,-12.79939365,2105,-20.4514637,2178,-28.13762665,2672,-36.02820969,2750,-43.94756699,2835,-51.89736557,3369,-60.01973724,3532,-68.18935394,4242,-76.54214478,3815,-84.78884125,4028,-93.08986664,4813,-101.5689392,4130,-109.8949738,5414,-118.4917145,4908,-126.9903336,4974,-135.5023193,5077,-144.03479,6121,-152.7542725,6636,-161.5545349,5962,-170.2476959,7819,-179.2120056,7810,-188.1751709,8693,-197.2454376,10175,-206.4731293,11352,-215.8102722,13159,-225.2951355,14043,-234.8450165,15320,-244.4819336,16063,-254.166214,17288,-263.9239807,20556,-273.8548889,21411,-283.8265381,23112,-293.8746338,27007,-304.0784912,28726,-314.3440552,31372,-324.6977234,36887,-335.2133484,39249,-345.7910156,42109,-356.4390259,47358,-367.2045288,52823,-378.0792236,58610,-389.0578918,56525,-400.0003357,71169,-411.1731567,75472,-422.4046631,80516,-433.7008667,91886,-445.1291809,96044,-456.6017456,115353,-468.2575073,120174,-479.9541931,134413,-491.7628784,145954,-503.6539307,164997,-515.6676025,174791,-527.7389526,195019,-539.9197998,214223,-552.1945801,242587,-564.593689,256393,-577.0481567,276860,-589.5794067,325563,-602.2727051,331349,-614.9836426,382526,-627.8381958,421645,-640.7901001,462354,-653.8341675,519625,-666.9950562,564149,-680.2381592,619864,-693.5754395,671048,-706.9920654,721769,-720.4815063,803445,-734.078186,896265,-747.7841797,974187,-761.5735474,1095629,-775.4804077,1210560,-789.4869995,1349603,-803.6022949,1403345,-817.7566528,1596042
,-156,0,0,0,0,0,0,0,640,-6.46146822,1700,-13.8998518,1982,-21.49171257,2382,-29.26740837,2570,-37.11906815,2673,-45.01002502,3108,-53.05176163,3058,-61.07727814,3791,-69.3176651,3887,-77.58306122,3769,-85.81762695,4591,-94.2494812,4322,-102.6209564,4572,-111.0486603,4900,-119.5456543,4765,-128.0147095,5557,-136.6375275,5192,-145.1923981,5758,-153.8507385,6513,-162.6322937,6151,-171.3566589,7456,-180.2734375,8473,-189.3180847,8182,-198.327774,10415,-207.5787811,11113,-216.8946533,13139,-226.3779907,14221,-235.9404602,14942,-245.5523987,16556,-255.2669067,17227,-265.0211487,19875,-274.9183655,22175,-284.9250793,23231,-294.9783325,27062,-305.1842041,28567,-315.4442139,31317,-325.7961426,37349,-336.3242188,39177,-346.9000549,41548,-357.534668,46382,-368.2793274,53533,-379.1673889,58621,-390.1462402,57098,-401.0987549,70358,-412.2601013,75704,-423.4946899,81061,-434.7976379,92886,-446.2367554,93831,-457.6860046,114603,-469.3352356,122628,-481.0521545,132802,-492.8487549,146712,-504.7449951,164293,-516.7543945,175678,-528.8308105,195922,-541.0162964,212208,-553.2816162,244916,-565.6903076,255083,-578.1396484,275004,-590.6641846,330140,-603.37146,329367,-616.076416,381054,-628.927124,424416,-641.8856201,459985,-654.9245605,524091,-668.0939941,565390,-681.3392944,614672,-694.6681519,677531,-708.0943604,712619,-721.5710449,806399,-735.1713867,898339,-748.8796997,968219,-762.6629028,1101573,-776.5751343,1202349,-790.5749512,1352755,-804.692627,1409073,-818.8510742,1594527
